,steam_appid,name,tags
57,813780,Age of Empires II: Definitive Edition,strategy singleplayer multiplayer pvp onlinepvp lanpvp coop onlinecoop lancoop crossplatformmultiplayer steamachievements steamtradingcards steamcloud includesleveleditor age of empires ii definitive edition features the last khans with 3 new campaigns and 4 new civilizations frequent updates include events additional content new game modes and enhanced features with the recent addition of coop mode forgottenempirestantalusmediawickedwitch xboxgamestudios strategy  rts  citybuilder  multiplayer  basebuilding  historical  medieval  singleplayer  resourcemanagement  classic  tactical  realtime  remake  coop  isometric  replayvalue  2d  action  adventure  greatsoundtrack 
58,1172620,Sea of Thieves,action multiplayer pvp onlinepvp coop onlinecoop crossplatformmultiplayer steamachievements steamtradingcards inapppurchases partialcontrollersupport remoteplayonphone remoteplayontablet sea of thieves offers the essential pirate experience from sailing and fighting to exploring and looting  everything you need to live the pirate life and become a legend in your own right with no set roles you have complete freedom to approach the world and other players however you choose rareltd xboxgamestudios multiplayer  adventure  openworld  pirates  coop  onlinecoop  action  pvp  sailing  firstperson  exploration  naval  funny  pve  massivelymultiplayer  atmospheric  fps  swordplay  greatsoundtrack  singleplayer 
59,281990,Stellaris,simulation singleplayer multiplayer crossplatformmultiplayer steamachievements steamtradingcards steamworkshop steamcloud explore a galaxy full of wonders in this scifi grand strategy game from paradox development studios interact with diverse alien races discover strange new worlds with unexpected events and expand the reach of your empire each new adventure holds almost limitless possibilities paradoxdevelopmentstudio paradoxinteractive space  grandstrategy  strategy  scifi  4x  exploration  sandbox  simulation  multiplayer  realtimewithpause  moddable  singleplayer  diplomacy  management  futuristic  military  replayvalue  atmospheric  greatsoundtrack  proceduralgeneration 
60,261550,Mount & Blade II: Bannerlord,action singleplayer multiplayer pvp onlinepvp partialcontrollersupport steamcloud remoteplayontablet the horns sound the ravens gather an empire is torn by civil war beyond its borders new kingdoms rise gird on your sword don your armour summon your followers and ride forth to win glory on the battlefields of calradia establish your hegemony and create a new world out of the ashes of the old taleworldsentertainment taleworldsentertainment medieval  strategy  openworld  rpg  war  sandbox  multiplayer  singleplayer  action  charactercustomization  simulation  moddable  adventure  horses  realistic  thirdperson  firstperson  historical  greatsoundtrack  earlyaccess 
61,739630,Phasmophobia,action singleplayer multiplayer coop onlinecoop fullcontrollersupport steamcloud remoteplayonphone remoteplayontablet phasmophobia is a 4 player online coop psychological horror paranormal activity is on the rise and its up to you and your team to use all the ghost hunting equipment at your disposal in order to gather as much evidence as you can kineticgames kineticgames horror  onlinecoop  multiplayer  psychologicalhorror  coop  vr  supernatural  firstperson  investigation  dark  mystery  demons  detective  earlyaccess  3d  thriller  indie  action  tactical  lovecraftian 
62,238960,Path of Exile,action singleplayer multiplayer mmo pvp onlinepvp coop steamachievements fullcontrollersupport steamtradingcards inapppurchases remoteplayontablet you are an exile struggling to survive on the dark continent of wraeclast as you fight to earn power that will allow you to exact your revenge against those who wronged you created by hardcore gamers path of exile is an online action rpg set in a dark fantasy world grindinggeargames grindinggeargames moba  multiplayer  strategy  esports  teambased  competitive  action  onlinecoop  pvp  difficult  coop  rts  towerdefense  rpg  fantasy  charactercustomization  replayvalue  actionrpgsimulation 
63,594570,Total War: WARHAMMER II,action singleplayer multiplayer pvp onlinepvp lanpvp coop onlinecoop lancoop steamachievements steamtradingcards steamworkshop remoteplayontablet strategy gaming perfected a breathtaking campaign of exploration expansion and conquest across a fantasy world turnbased civilisation management and realtime epic strategy battles with thousands of troops and monsters at your command creativeassemblyferalinteractivemacferalinteractivelinux segaferalinteractivemacferalinteractivelinux strategy  fantasy  turnbasedstrategy  rts  grandstrategy  war  multiplayer  gamesworkshop  action  turnbased  singleplayer  darkfantasy  coop  tactical  realtimetactics  storyrich  atmospheric  dinosaurs  greatsoundtrack  warhammer40k 
64,526870,Satisfactory,adventure singleplayer multiplayer coop onlinecoop crossplatformmultiplayer steamcloud remoteplayontablet satisfactory is a firstperson openworld factory building game with a dash of exploration and combat play alone or with friends explore an alien planet create multistory factories and enter conveyor belt heaven coffeestainstudios coffeestainpublishing basebuilding  automation  openworld  multiplayer  crafting  coop  resourcemanagement  building  sandbox  exploration  adventure  earlyaccess  openworldsurvivalcraft  simulation  survival  strategy  firstperson  scifi  singleplayer  indie 
65,594650,Hunt: Showdown,action multiplayer pvp onlinepvp coop onlinecoop steamachievements fullcontrollersupport steamtradingcards inapppurchases steamleaderboards remoteplayontablet remoteplayontv hunt showdown is a highstakes tactical pvpve firstperson shooter hunt for bounties in the infested bayou kill nightmarish monsters and outwit competing hunters  alone or in a group  with your glory gear and gold on the line crytek crytek openworld  tactical  atmospheric  multiplayer  fps  permadeath  shooter  pvp  survivalhorror  horror  difficult  onlinecoop  western  coop  battleroyale  teambased  action  gore  zombies  firstperson 
66,1063730,New World,action multiplayer mmo pvp onlinepvp coop onlinecoop steamachievements inapppurchases explore a thrilling openworld mmo filled with danger and opportunity where youll forge a new destiny on the supernatural island of aeternum amazongames amazongames massivelymultiplayer  openworld  mmorpg  rpg  adventure  action  pvp  pve  multiplayer  walkingsimulator  fantasy  charactercustomization  crafting  thirdperson  coop  openworldsurvivalcraft  sandbox  violent  sexualcontent  singleplayer 
67,582660,Black Desert,action multiplayer mmo pvp onlinepvp coop onlinecoop steamtradingcards inapppurchases partialcontrollersupport played by over 20 million adventurers  black desert online is an openworld action mmorpg experience intense actionpacked combat battle massive world bosses fight alongside friends to siege and conquer castles and train in professions such as fishing trading crafting cooking and more pearlabyss pearlabyss mmorpg  massivelymultiplayer  rpg  openworld  charactercustomization  adventure  fantasy  action  strategy  3d  atmospheric  crafting  medieval  simulation  magic  cooking  multiplayer  pvp  war  combat 
68,1604030,V Rising,action singleplayer multiplayer pvp onlinepvp lanpvp coop onlinecoop lancoop awaken as a vampire hunt for blood in nearby settlements to regain your strength and evade the scorching sun to survive raise your castle and thrive in an everchanging open world full of mystery gain allies online and conquer the land of the living stunlockstudios stunlockstudios earlyaccess  openworld  survival  basebuilding  vampire  multiplayer  crafting  pvp  pve  onlinecoop  building  hackandslash  sandbox  exploration  massivelymultiplayer  action  actionadventure  singleplayer  darkfantasy  adventure 
69,427520,Factorio,casual singleplayer multiplayer coop onlinecoop lancoop crossplatformmultiplayer steamachievements steamcloud includesleveleditor remoteplayontablet factorio is a game about building and creating automated factories to produce items of increasing complexity within an infinite 2d world use your imagination to design your factory combine simple elements into ingenious structures and finally protect it from the creatures who dont really like you wubesoftwareltd wubesoftwareltd automation  basebuilding  resourcemanagement  sandbox  crafting  strategy  multiplayer  survival  management  openworld  building  coop  2d  moddable  singleplayer  trains  simulation  pixelgraphics  citybuilder  indie 
70,250900,The Binding of Isaac: Rebirth,action singleplayer multiplayer sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayontv remoteplaytogether the binding of isaac rebirth is a randomly generated action rpg shooter with heavy roguelike elements following isaac on his journey players will find bizarre treasures that change isaacs form giving him super human abilities and enabling him to fight off droves of mysterious creatures discover secrets and fight his way to safety nicalisincedmundmcmillen nicalisinc actionroguelike  roguelike  indie  replayvalue  difficult  pixelgraphics  dungeoncrawler  greatsoundtrack  singleplayer  dark  2d  remake  localcoop  gore  proceduralgeneration  roguelite  atmospheric  action  coop  horror 
71,291550,Brawlhalla,action singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen crossplatformmultiplayer steamachievements fullcontrollersupport steamtradingcards remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether an epic platform fighter for up to 8 players online or local try casual freeforalls ranked matches or invite friends to a private room and its free play crossplatform with millions of players on playstation xbox nintendo switch ios android amp steam frequent updates over fifty legends bluemammothgames ubisoft freetoplay  fighting  casual  platformer  cartoony  esports  indie 
