,steam_appid,name,tags
1711,505230,Pathologic 2,adventure singleplayer steamachievements fullcontrollersupport steamtradingcards remoteplayontv pathologic 2 is a groundbreaking openworld horror rpg resist the plague make medicine heal people perform an autopsy trade to get what you need fight and kill if necessary survive struggle with an outbreak in a secluded rural town that is rapidly turning into hell icepicklodge tinybuild storyrich  atmospheric  choicesmatter  rpg  difficult  detective  immersivesim  singleplayer  survival  surreal  psychologicalhorror  survivalhorror  openworld  adventure  dystopian  indie  dark  crpg  firstperson  isometric 
1712,445310,Might and Magic: Heroes VII – Trial by Fire,rpg singleplayer multiplayer partialcontrollersupport five years after the epic events of might amp magic heroes vii lead the new fortress faction to define the destiny of the dwarves and shed light on some of the darkest chapters of their history limbicentertainment ubisoft strategy  rpg  turnbased  turnbasedstrategy  localmultiplayer 
1713,200170,Worms Revolution,strategy singleplayer multiplayer coop sharedsplitscreen steamachievements steamtradingcards partialcontrollersupport steamcloud steamleaderboards remoteplaytogether worms revolution is the latest game in the classic turnbased strategy series to come to the pc teamdigitalltd teamdigitalltd strategy  multiplayer  funny  turnbasedstrategy  turnbased  localmultiplayer  comedy  localcoop  physics  singleplayer  tactical  action  coop  2.5d  teambased  familyfriendly  classic  sidescroller  4playerlocal  2d 
1714,406290,Twilight Struggle,simulation singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp crossplatformmultiplayer steamachievements inapppurchases stats steamturnnotifications twilight struggle is a twoplayer game where players play as either the us or ussr during the cold war using actual events from history players must plan out their strategies in order to obtain world dominance play twilight struggle and change the course of history playdekinc playdekinc boardgame  strategy  tabletop  coldwar  simulation  historical  cardgame  singleplayer  turnbasedstrategy  asynchronousmultiplayer  alternatehistory  atmospheric  2d  politicalsim  tactical  multiplayer  turnbasedtactics  turnbased  choicesmatter  grandstrategy 
1715,250760,Shovel Knight: Treasure Trove,action singleplayer multiplayer pvp sharedsplitscreenpvp coop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether shovel knight treasure trove is the complete shovel knight collection containing all 5 games in the epic saga dig blast slash and bash your way through a fantastical 8bit inspired world of pixelperfect platforming memorable characters and worldclass actionadventure gameplay yachtclubgames yachtclubgames platformer  pixelgraphics  retro  greatsoundtrack  indie  2d  adventure  action  singleplayer  difficult  sidescroller  kickstarter  fantasy  oldschool  medieval  funny  arcade  comedy  metroidvania  rpg 
1716,1058770,我来自江湖 From Jianghu,adventure singleplayer steamachievements steamworkshop 我来自江湖是一款结合武侠角色扮演模拟经营多种元素的独立游戏在游戏中你需要扮演一个小势力的掌门带领弟子在开放的江湖里自由探索发展自己的势力经营不同产业在风云诡谲的江湖里生存下去 gamexelstudio indiecn building  simulation  rpg  indie  adventure  strategy  martialarts  wordgame  earlyaccess  turnbasedstrategy  sandbox  survival 
1717,3830,Psychonauts,action singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud remoteplayonphone remoteplayontablet a psychic odyssey through the minds of misfits monsters and madmen this classic actionadventure platformer from acclaimed developers double fine productions follows the story of a young psychic named razputin doublefineproductions doublefineproductions platformer  comedy  adventure  cultclassic  singleplayer  action  funny  thirdperson  3dplatformer  classic  storyrich  psychological  greatsoundtrack  surreal  cartoony  collectathon  exploration  actionadventure  3d  3dvision 
1718,474960,Quantum Break,action singleplayer steamachievements fullcontrollersupport steamcloud remoteplayontv from remedy entertainment the masters of cinematic action games comes quantum break a timeamplified suspenseful blockbuster the quantum break experience is part game part live action showwhere decisions in one dramatically affect the other remedyentertainment xboxgamestudios action  storyrich  timemanipulation  scifi  singleplayer  thirdperson  cinematic  thirdpersonshooter  choicesmatter  atmospheric  timetravel  episodic  adventure  shooter  bullettime  greatsoundtrack  controller  openworld  fmv  stealth 
1719,383080,Sakura Clicker,casual singleplayer steamtradingcards steamcloud the latest entry in the sakura series is more actionpacked than ever before sakura clickers is a fastpaced exciting adventure full of content in which you defeat your foes with the power of your mouse wingedcloud wingedcloud anime  rpg  action  jrpg  multiplayer  openworld  adventure  mmorpg  charactercustomization  casual  singleplayer  sexualcontent  nudity  coop  hackandslash  massivelymultiplayer  datingsim  visualnovel  mature  memes 
1720,1072500,AO Tennis 2,sports singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamcloud steamleaderboards remoteplaytogether ao tennis 2 is the only tennis experience designed for and by its community create your own players stadiums and legendary matches enter the competition to reach the top of world tennis in career mode bigantstudios nacon sports  tennis  multiplayer  charactercustomization  action  simulation  realistic  arcade  topdown  management  pvp  physics  artificialintelligence  leveleditor  resourcemanagement  conversation  coop  localcoop  onlinecoop  singleplayer 
1721,829420,Fun Hospital,casual singleplayer inapppurchases build your own theme hospital here you might meet patients with a lot of hair or no hair strange aliens evil guy super hero orangesgametechnologylimited orangesgametechnologylimited strategy  action  rts  earlyaccess  classic  fantasy  multiplayer  fastpaced 
1722,1191120,Growing Up,casual singleplayer steamachievements steamcloud this is the story of your life experience the entire journey from toddler to adulthood go to schools learn new things meet new friends and have wild adventures every choice you make will influence your future career and decide who your romantic partner will be who will you become vilemonarch vilemonarch storyrich  simulation  lifesim  emotional  rpg  choicesmatter  adventure  singleplayer  casual  multipleendings  chooseyourownadventure  management  cute  america  visualnovel  1990s  handdrawn  lgbtq+  2d  datingsim 
1723,442080,Riders of Icarus,adventure singleplayer multiplayer mmo pvp onlinepvp steamtradingcards inapppurchases take the battle to the sky with fantastical flying mount combat unlike anything youve seen before in riders of icarus the new unprecedented actionadventure mmorpg experience that lets you ride and fight on the back of the realms most dangerous winged beastsdragons wemadevalofe valofe freetoplay  massivelymultiplayer  rpg  mmorpg  adventure  dragons  openworld  multiplayer  fantasy  charactercustomization  action  fighting  actionrpg  pvp  coop  singleplayer  firstperson  survival  anime  fps 
1724,1457510,The Legend of Heroes: Sen no Kiseki IV -THE END OF SAGA-,rpg singleplayer steamachievements partialcontrollersupport steamcloud the legend of heroes sen no kiseki iv the end of saga the final chapter of the storydriven rpg series sen no kiseki is finally here nihonfalcom cloudedleopardentertainment rpg  singleplayer  jrpg  storyrich  turnbasedcombat  anime 
1725,1229380,Everhood,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud an unconventional adventure rpg that takes place in an inexpressible world filled with amusing musical battles and strange delightful encounters to put it simply you are in for a ride chrisnordgrenjordiroca foreigngnomessurefiregames greatsoundtrack  music  storyrich  singleplayer  2d  psychedelic  bullethell  pixelgraphics  rpg  surreal  rhythm  2.5d  actionadventure  colorful  multipleendings  indie  action  leveleditor  adventure  epic 
1726,794600,LET IT DIE,action singleplayer steamachievements captionsavailable inapppurchases partialcontrollersupport its finally here the survival action game that pits the strong against the weak is finally on pc experience all the heartthumping action with a silkysmooth frame rate and ultra high resolution how you make the best of the weapons armor and items at your disposal will determine your fate in the everchanging quottower of barbs grasshoppermanufactureincsupertrickgamesinc gunghoonlineentertainmentamerica fighting  action  2dfighter  arcade  classic  anime  multiplayer  greatsoundtrack  localmultiplayer  pixelgraphics  2d  competitive 
1727,1407860,Space Travel Idle,adventure singleplayer steamcloud if you ever dreamed of exploring space at a relaxed pace heres a journey designed for you ayatsujisan spaceive strategy  action  rts  earlyaccess  classic  fantasy  multiplayer  fastpaced 
1728,915810,Midnight Ghost Hunt,action multiplayer pvp onlinepvp steamachievements partialcontrollersupport a chaotic multiplayer hideandseek game possess seemingly harmless objects as ghosts or chase them down as hunters before the clock strikes midnight vaultedskygames coffeestainpublishing earlyaccess  multiplayer  combat  teambased  pvp  fps  firstperson  supernatural  action  shooter  1990s  indie  scifi  comedy  realistic  horror  tactical  3d  coop  thirdpersonshooter 
1729,311340,METAL GEAR SOLID V: GROUND ZEROES,action singleplayer steamachievements fullcontrollersupport steamcloud steamleaderboards worldrenowned kojima productions brings the metal gear solid franchise to steam with metal gear solid v ground zeroes play as the legendary hero snake and infiltrate a cuban military base to rescue the hostages can you make it out alive konamidigitalentertainment konamidigitalentertainment stealth  action  tactical  short  singleplayer  thirdperson  storyrich  cinematic  openworld  replayvalue  atmospheric  greatsoundtrack  adventure  thirdpersonshooter  shooter  sandbox  classic  coldwar  dark  multiplayer 
1730,298030,Total Annihilation,strategy singleplayer multiplayer what began as a conflict over the transfer of consciousness from flesh to machines escalated into a war which has decimated a million worlds the core and the arm have all but exhausted the resources of a galaxy in their struggle for domination cavedogentertainment wargamingnet strategy  rts  classic  greatsoundtrack  scifi  multiplayer  singleplayer  robots  retro  atmospheric  1990s  basebuilding  coop  action  nostalgia  topdown 
1731,1723260,真探,adventure singleplayer steamachievements steamcloud in order to improve the efficiency of selecting talents the chicheng police specially developed a test systemthe true detection system with the black robe company as a tester you need to complete the cracking of the case under the rules of the system shuoli indieark textbased  puzzle  psychologicalhorror  detective  rpg  hacking  wordgame  2d  storyrich  strategy  simulation  typing  casual  firstperson  realistic  logic  drama  mystery  adventure  singleplayer 
1732,710920,Darksiders Genesis,action singleplayer multiplayer coop onlinecoop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether darksiders genesis gives players their first look at the world of darksiders before the events of the original game furthermore it introduces the fourth and last horseman strife as well as coop gameplay for the first time in the history of the franchise airshipsyndicate thqnordic action  adventure  hackandslash  coop  multiplayer  localcoop  isometric  actionrpg  topdown  rpg  dungeoncrawler  loot  gore  singleplayer  topdownshooter  splitscreen  greatsoundtrack  puzzle  fantasy  twinstickshooter 
1733,968250,King of Retail,casual singleplayer the store is your kingdom expand your humble boutique into a thriving business hire the right staff decorate your displays and lure in customers even your wildest ideas can turn a profit why not start a business that sells only white tshirts and ketchup pcs and beans your rule your rules freakinggames iceberginteractive casual  simulation  immersivesim  design&illustration  building  sandbox  economy  management  capitalism  indie  trading  shopkeeper  walkingsimulator  strategy  relaxing  familyfriendly  atmospheric  charactercustomization  3d  singleplayer 
1734,324810,TOXIKK,action singleplayer multiplayer pvp onlinepvp lanpvp coop onlinecoop lancoop steamachievements steamworkshop partialcontrollersupport valveanticheatenabled steamleaderboards includesleveleditor frag like its 1999 toxikk plays as if todays military shooters never existed designed as a spiritual successor to the fps giants of the late 90s and early 2ks toxikk carefully evolves their mechanics with modern technology and fresh ideas elaborated with arenafps enthusiasts reakktorstudios schwiezersystemgmbh fps  action  freetoplay  multiplayer  arenashooter  shooter  indie  firstperson  fastpaced  singleplayer  competitive  scifi  classic  openworld  coop  parkour  pvp  massivelymultiplayer  strategy  earlyaccess 
1735,208200,Doom 3: BFG Edition,action singleplayer multiplayer steamachievements partialcontrollersupport steamleaderboards the ultimate collection of games that defined the first person shooter the bfg edition includes the entire doom series and a remastered version of doom 3 idsoftware bethesdasoftworks fps  horror  action  shooter  classic  scifi  firstperson  singleplayer  multiplayer  demons  gore  dark  zombies  mars  space  atmospheric  survivalhorror  greatsoundtrack  survival  3dvision 
1736,1291340,Townscaper,casual singleplayer fullcontrollersupport instant town building toy oskarstålberg rawfury controller  citybuilder  sandbox  singleplayer  relaxing  basebuilding  indie  building  simulation  minimalist  casual  proceduralgeneration  openworld  colorful  cute  stylized  familyfriendly  atmospheric  colonysim  cartoony 
1737,414340,Hellblade: Senua's Sacrifice,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayontv from the makers of heavenly sword enslaved odyssey to the west and dmc devil may cry comes a warriors brutal journey into myth and madness set in the viking age a broken celtic warrior embarks on a haunting vision quest into viking hell to fight for the soul of her dead lover ninjatheory ninjatheory atmospheric  psychological  femaleprotagonist  storyrich  mythology  singleplayer  dark  adventure  horror  thirdperson  darkfantasy  action  violent  indie  hackandslash  walkingsimulator  actionadventure  fantasy  realistic  blood 
1738,343780,Cat Goes Fishing,casual singleplayer steamachievements steamtradingcards steamcloud start out on an island with a basic rod progress into a radarwielding master fishercat scouring the sea for the biggest and baddest fish each fish has unique behaviors that you will learn to exploit as you tailor your arsenal of fishing rods to suit your style of play mrrrow catgames ludenio fishing  cats  casual  cute  relaxing  indie  singleplayer  2d  simulation  underwater  arcade  puzzle  funny  familyfriendly  action  difficult  adventure  multiplayer  psychologicalhorror  gore 
1739,1076160,Command: Modern Operations,simulation singleplayer steamworkshop includesleveleditor command modern operations is the next generation in crossdomain modern wargaming it enables you to simulate every military engagement from post world war ii to the present day and beyond the scale is primarily tacticaloperational although strategic scale operations are also possible commanddevelopmentteam slitherineltd simulation  military  strategy  wargame  rts  modern  difficult  sequel  openworld  war  coop  singleplayer  realistic  grandstrategy 
1740,201790,Orcs Must Die! 2,action singleplayer multiplayer coop onlinecoop lancoop steamachievements fullcontrollersupport steamtradingcards steamworkshop steamcloud steamleaderboards youve tossed burned and sliced them by the thousands  now orcs must die more than ever before grab a friend and slay orcs in untold numbers in this sequel to the 2011 aias strategy game of the year from robot entertainment robotentertainment robotentertainment towerdefense  coop  action  strategy  onlinecoop  indie  rpg  thirdperson  adventure  multiplayer  thirdpersonshooter  comedy  singleplayer  cartoony  shooter  fantasy  femaleprotagonist  controller  funny  greatsoundtrack 
1741,1390350,Webbed,action singleplayer steamachievements fullcontrollersupport steamcloud swing through the trees spin sticky webs and make friends with bugs be the adorable spider youve always wanted to be sbuggames sbuggames 2dplatformer  cute  pixelgraphics  physics  puzzleplatformer  exploration  2d  platformer  relaxing  familyfriendly  action  indie  puzzle  colorful  cartoony  nature  collectathon  fantasy  atmospheric  retro 
1742,940680,The Textorcist: The Story of Ray Bibbia,action singleplayer steamachievements fullcontrollersupport steamtradingcards dodge bullets while typing exorcisms at the very same time get ready for an electrifying mix between bullet hell and typing game turn on both sides of your brain and jump into the adventure of private exorcist ray bibbia morbidware headup indie  action  bullethell  typing  pixelgraphics  difficult  greatsoundtrack  singleplayer  demons  retro  2d  funny  gore  darkhumor  storyrich  gamemaker  atmospheric  beautiful 
1743,761830,Mr. Prepper,action singleplayer steamachievements captionsavailable steamcloud stats includesleveleditor remoteplayontablet mr prepper is about being prepared you know something is wrong the risk of a nuclear war is in the air and you need to get ready for whats coming rejectedgames playwaysarejectedgames survival  simulation  basebuilding  crafting  adventure  management  resourcemanagement  indie  casual  rpg  underground  point&click  singleplayer  2.5d  lifesim  exploration  economy  action  atmospheric  realistic 
1744,1220140,Cartel Tycoon,action singleplayer steamtradingcards cartel tycoon is a survival business sim inspired by the 80s narco trade expand and conquer fight off rival thugs and evade the authorities earn peoples loyalty and strive to overcome the doomed fate of a powerhungry drug lord moonmoose tinybuild topdown  rts  resourcemanagement  atmospheric  survival  management  strategy  soundtrack  sandbox  building  simulation  citybuilder  economy  basebuilding  singleplayer  agriculture  colonysim  rpg  action  roguelite 
1745,269470,MorphVOX Pro 4 - Voice Changer (Old),audio production singleplayer steamcloud morphvox pro will change your voice online and ingame take your voicechanging to a new level with superior voicelearning technology background cancellation and sound quality screamingbee screamingbee utilities 
1746,2310,QUAKE,action singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen crossplatformmultiplayer fullcontrollersupport steamcloud remoteplaytogether developed by the awardwinning id software quake is the groundbreaking original dark fantasy firstperson shooter that inspires todays retrostyle fps games with quake enhanced experience the authentic updated and visually enhanced version of the original idsoftwarenightdivestudiosmachinegames bethesdasoftworks fps  classic  action  shooter  1990s  singleplayer  multiplayer  gore  firstperson  oldschool  retro  horror  greatsoundtrack  fastpaced  moddable  atmospheric  scifi  arenashooter  coop  competitive 
1747,607890,Sword Art Online: Hollow Realization Deluxe Edition,action singleplayer multiplayer pvp onlinepvp coop onlinecoop steamachievements partialcontrollersupport steamcloud 2026 sword art origin a new vrmmorpg has emerged kirito meets a mysterious npc and receives a cryptic message this game is definitively not the same as the one he escaped years ago aquria bandainamcoentertainment anime  rpg  action  jrpg  multiplayer  openworld  adventure  mmorpg  charactercustomization  casual  singleplayer  sexualcontent  nudity  coop  hackandslash  massivelymultiplayer  datingsim  visualnovel  mature  memes 
1748,495140,NARUTO: Ultimate Ninja STORM,action singleplayer multiplayer pvp sharedsplitscreenpvp steamachievements fullcontrollersupport steamcloud stats steamleaderboards remoteplaytogether naruto ultimate ninja storm allows players to battle in full 3d across massive environments players will unleash powerful jutsu attacks perform acrobatic evasive maneuvers and even run up walls naruto ultimate ninja storm has been remastered in hd cyberconnectcoltd bandainamcoentertainment action  adventure  anime  fighting  openworld  multiplayer  singleplayer  ninja  storyrich  3dfighter 
1749,222940,THE KING OF FIGHTERS XIII STEAM EDITION,action singleplayer multiplayer pvp sharedsplitscreenpvp steamachievements fullcontrollersupport steamtradingcards steamcloud steamleaderboards remoteplaytogether iithe king of fighters xiiii snk playmores flagship 2d versus fighting title returns in an ultimate version on steam snkcorporation snkcorporation fighting  2dfighter  arcade  action  localmultiplayer  anime  competitive  multiplayer  2d  greatsoundtrack  controller  singleplayer  classic  beatemup  femaleprotagonist  difficult  retro 
1750,1083600,Grow Defense,casual singleplayer steamachievements inapppurchases steamcloud steamleaderboards upgrade your castle and unlock new tiers of skills and weapons to defend vs monsters and bosses across various zones find rare items dropped from monsters and bosses and upgrade them to their full potential defeat raid megabosses to find legendary items softcowgames softcowgames strategy  colonysim  medieval  citybuilder  rts  simulation  classic  singleplayer  historical  multiplayer  oldschool  resourcemanagement  cultclassic  greatsoundtrack  management  difficult  2d  economy  nostalgia  action 
1751,992300,嗜血印 Bloody Spell,action singleplayer multiplayer coop onlinecoop steamachievements fullcontrollersupport steamtradingcards steamworkshop steamcloud steamleaderboards this is a martial arts action roleplaying game the core of the game is battleoriented and it combines many fighting elements if you are a player who pursues blood and is brave enough to challenge the limits it will definitely inspire your adrenaline and bring you the best combat experience 艺龙游戏 艺龙游戏 nudity  femaleprotagonist  roguelite  sexualcontent  hackandslash  actionrpg  martialarts  3d  action  roguelike  rpg  singleplayer  violent  onlinecoop  gore  indie  3dvision  multiplayer  adventure  actionroguelike 
1752,238370,Magicka 2,action singleplayer multiplayer coop sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether the worlds most irreverent coop action adventure returns in the next chapter of magicka players ascend from the ruins of aldrheim to experience a midgård almost wiped free of wizards after the wizard wars with the few that do remain having either gone mad or extremely hostile toward all others piecesinteractive paradoxinteractive magic  coop  adventure  multiplayer  comedy  action  onlinecoop  funny  localcoop  rpg  atmospheric  teambased  pvp  fantasy  openworld  localmultiplayer  singleplayer  gore  memes  isometric 
1753,768520,Red Solstice 2: Survivors,rpg singleplayer multiplayer coop onlinecoop steamachievements steamtradingcards steamcloud sequel to the bestseller the red solstice plan your strategy and infiltrate a realtime tactical battlefield  alone or with up to 7 squad members can you demonstrate the combat prowess to survive and secure a future for humanity ironward games strategyrpg  realtimetactics  charactercustomization  rpg  thirdperson  strategy  zombies  teambased  scifi  proceduralgeneration  coop  aliens  futuristic  atmospheric  multiplayer  onlinecoop  singleplayer  tactical  topdownshooter  action 
1754,1359980,POSTAL: Brain Damaged,action singleplayer steamachievements fullcontrollersupport postal brain damaged is a new actionoriented take on the running with scissors cult game series with throwback graphics and fastpaced modern gameplay take a wild roller coaster ride through the twisted wonderland encased in the postal dudes messedup mind hyperstrangecreativeforgegames runningwithscissorshyperstrange funny  comedy  memes  fps  action  shooter  gore  soundtrack  fastpaced  firstperson  retro  violent  horror  1990s  oldschool  psychedelic  stylized  singleplayer  arcade  atmospheric 
1755,541570,Sally Face - Episode One,adventure singleplayer steamachievements fullcontrollersupport steamtradingcards delve into a dark adventure following the boy with a prosthetic face and a tragic past unravel the sinister mysteries of sallys world to find the truth that lies hidden beneath the shadows portablemoose portablemoose storyrich  psychologicalhorror  dark  indie  horror  adventure  mystery  atmospheric  puzzle  singleplayer  point&click  narrative  handdrawn  supernatural  emotional  2d  interactivefiction  demons  darkhumor  casual 
1756,1244630,House Builder,adventure singleplayer become a oneman construction crew travel around the world and through the ages to build iconic designs beware unpleasant temperatures and dangerous fauna freemindsa playwaysafreemindsa 3d  immersivesim  adventure  simulation  building  earlyaccess  design&illustration  singleplayer  sandbox  education  indie  casual  economy  firstperson  relaxing  realistic  familyfriendly  destruction  physics  puzzle 
1757,1225570,Unravel Two,action singleplayer multiplayer coop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether when you cut ties to the past new bonds form build relationships with other yarnys in local coop or as a single player fostering friendship and support as you journey together coldwoodinteractive electronicarts coop  localcoop  puzzle  multiplayer  adventure  action  singleplayer  cute  colorful  familyfriendly  localmultiplayer  splitscreen  onlinecoop  actionadventure  atmospheric  platformer  puzzleplatformer  controller  indie 
1758,115320,Prototype 2,action singleplayer steamachievements steamcloud stats steamleaderboards become the ultimate shapeshifting weapon radicalentertainment activision action  openworld  gore  superhero  thirdperson  violent  adventure  singleplayer  zombies  parkour  hackandslash  sandbox  scifi  storyrich  multiplayer  rpg  atmospheric  horror  stealth  coop 
1759,2700,RollerCoaster Tycoon 3: Platinum,simulation singleplayer rollercoaster tycoon 3 platinum combines the excitement of rollercoasters with the fun of a great strategy simulation rct3 platinum combines the roller coaster theme park fun of the roller coaster tycoon 3 with included expansion packs soaked and wild now enjoy more options than ever frontieraspyrmac frontieraspyrmac simulation  management  sandbox  building  strategy  singleplayer  economy  classic  realtimewithpause  familyfriendly  funny  moddable  multiplayer  citybuilder  greatsoundtrack  openworld  comedy  casual  freetoplay  adventure 
1760,375530,"Football, Tactics & Glory",indie singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards steamworkshop steamcloud includesleveleditor remoteplayontv remoteplaytogether xcom meets football manager develop your club earn experience in turnbased matches learn new skills achieve new classes upgrade your facilities buy and sell footballers grow your youth academy make difficult choices its a deep strategy game that respects your time creoteam creoteamtoplitzproductions turnbasedcombat  football(soccer)  management  economy  simulation  strategy  resourcemanagement  turnbased  sports  moddable  turnbasedtactics  localmultiplayer  singleplayer  turnbasedstrategy  tactical  multiplayer  topdown  pvp  localcoop  boardgame 
1761,40980,Stronghold Legends: Steam Edition,simulation singleplayer multiplayer coop steamachievements steamtradingcards steamworkshop steamcloud includesleveleditor catapult werewolves over castle walls incinerate troops with dragon fire and command the knights of the round table this remaster of the mythical castle sim features steam multiplayer workshop support new maps achievements and dlc campaigns fireflystudios fireflystudios realtimetactics  citybuilder  colonysim  sandbox  building  economy  management  medieval  war  military  basebuilding  realtime  rts  strategy  isometric  historical  openworld  simulation  resourcemanagement  fantasy 
1762,217750,Age of Conan: Unchained,action multiplayer mmo age of conan unchained is an awardwinning and critically acclaimed massively multiplayer online game set in the sexy savage and brutal world of conan the barbariantread in the footsteps of the greatest fantasy hero of all time and explore the vast reaches of hyboria funcom funcom adventure  atmospheric  storyrich  walkingsimulator  mystery  firstperson  singleplayer  exploration  openworld  indie  greatsoundtrack  short  comedy  funny  drama  colorful  thriller  mature  horror  casual 
1763,983970,Haven,adventure singleplayer multiplayer coop sharedsplitscreencoop steamachievements fullcontrollersupport steamcloud remoteplaytogether two lovers gave up everything and escaped to a lost planet to be together glide through a mysterious landscape explore a fragmented world and fight against whats trying to tear them apart in this rpg adventure about love rebellion and freedom thegamebakers thegamebakers actionadventure  romance  rpg  cyberpunk  storyrich  exploration  singleplayer  thirdperson  scifi  localcoop  lgbtq+  atmospheric  jrpg  sexualcontent  interactivefiction  multipleendings  comedy  3d  choicesmatter  openworld 
1764,30,Day of Defeat,action multiplayer valveanticheatenabled enlist in an intense brand of axis vs allied teamplay set in the wwii european theatre of operations players assume the role of lightassaultheavy infantry sniper or machinegunner class each with a unique arsenal of historical weaponry at their disposal missions are based on key historical operations valve valve fps  worldwarii  multiplayer  shooter  action  war  teambased  classic  firstperson  classbased  military  historical  tactical  singleplayer  coop  retro  difficult  oldschool  strategy  worldwari 
1765,1494460,Desktop+,utilities steamcloud desktop is a utility application for steamvr enabling you advanced access to your desktops and windows from within vr pull your screen into the vr world attach windows to your controllers view 3d content and more elvissteinjr elvissteinjr utilities 
1766,1286350,BPM: BULLETS PER MINUTE,action singleplayer steamachievements fullcontrollersupport steamcloud bpm is a rhythmaction fps roguelike where you must shoot jump and dodge to the beat of an epic rock soundtrack delve into a randomly generated dungeon where one missed note can lead to your death gain gamechanging abilities and loot powerful weaponry to defeat your ancient enemy nidhogg aweinteractive aweinteractive fps  rhythm  action  roguelike  indie  adventure  shooter  actionroguelike  rockmusic  music  greatsoundtrack  roguelite  difficult  singleplayer  firstperson  femaleprotagonist  proceduralgeneration  fastpaced  bullethell 
1767,290730,My Lands: Black Gem Hunting,casual multiplayer mmo coop steamachievements my lands is a free online rts where dark and light forces fight for black gem and dominion in a vast fantasy world cooperation between players joint economy development creation of clans and alliances and elaboration of a team strategy serve as the very foundation of the game gravvitltdforbesconsultltd elylandinvestmentcompanyltd strategy  medieval  grandstrategy  rts  historical  war  classic  singleplayer  greatsoundtrack  multiplayer  realtime  simulation  diplomacy 
1768,592260,Dungeon Painter Studio,design & illustration includesleveleditor dungeon painter studio is a powerful encounter map design tool with a lot of features layers and groups easy import of custom art easy export to roll20 fg ts and other vtt all objects are editable filters drop shadow glow bevel tint one click d20 random generator dungeons import export to multipage pdf for print 1 inch 1 pyromancerscom pyromancerscom art  illustration 
1769,1606340,Conquest of Elysium 5,indie singleplayer multiplayer pvp onlinepvp lanpvp sharedsplitscreenpvp coop onlinecoop lancoop sharedsplitscreencoop sharedsplitscreen crossplatformmultiplayer steamworkshop remoteplaytogether conquest of elysium 5 is a quick turn based fantasy strategy game with a touch of roguelike the game is full of depth details and monsters there are also a huge number of factions each with its own unique gameplay and magic rituals illwintergamedesign illwintergamedesign strategy  turnbasedstrategy  fantasy  4x  magic  roguelike  exploration  medieval  moddable  roguelite  proceduralgeneration  coop  asynchronousmultiplayer  localcoop  localmultiplayer  multiplayer  singleplayer  2d  indie  pvp 
1770,20540,Company of Heroes: Tales of Valor,strategy singleplayer multiplayer steamcloud company of heroes tales of valor is the expansion to the game of the year winner and highest rated real time strategy franchise company of heroes featuring new campaigns to overcome units to command and battlefields to conquer company of heroes tales of valor delivers evolved gameplay mechanics and 3 episodic adventures relicentertainment sega strategy  rts  worldwarii  military  multiplayer  basebuilding  singleplayer  action  war  tactical  historical  coop 
1771,1578650,Citizen Sleeper,adventure singleplayer steamachievements fullcontrollersupport roleplaying in the ruins of interplanetary capitalism live the life of an escaped worker washedup on a lawless station at the edge of an interstellar society inspired by the flexibility and freedom of ttrpgs explore the station choose your friends escape your past and change your future jumpovertheage fellowtraveller narrative  tabletop  cyberpunk  rpg  scifi  storyrich  artificialintelligence  handdrawn  interactivefiction  multipleendings  singleplayer  point&click  adventure  space  futuristic  exploration  textbased  3d  atmospheric  conversation 
1772,266410,iRacing,massively multiplayer singleplayer multiplayer mmo pvp onlinepvp vrsupport partialcontrollersupport we are the worlds premier motorsports racing game an iracing membership provides entry into the newest form of motorsport internet racing internet racing is a fun easy and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home iracingcommotorsportsimulationsiracing iracingcommotorsportsimulationsiracing racing  automobilesim  simulation  sports  vr  massivelymultiplayer  driving  multiplayer  realistic  singleplayer  esports  controller  firstperson  openworld 
1773,1173800,FINAL FANTASY IV,rpg singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud the original final fantasy iv comes to life with completely new graphics and audio a remodeled 2d take on the fourth game in the worldrenowned final fantasy series enjoy the timeless story told through charming retro graphics squareenix squareenix rpg  exploration  jrpg  partybasedrpg  2d  lorerich  storyrich  turnbasedcombat  classbased  fantasy  pixelgraphics  magic  emotional  adventure  singleplayer  nostalgia  retro  remake  turnbased 
